Date,Promotion2,Weekly_Sales
20120120,7040.02,2005097.76
20120127,3740.12,1928720.51
20120203,4033.29,2173373.91
20120210,7208.51,2374660.64
20120217,11049.65,2427640.17
20120224,4703.88,2226662.17
20120302,1394.86,2206319.9
20120309,602.02,2202450.81
20120316,37.12,2214967.44
20120323,-10.5,2091592.54
20120330,442.52,2089381.77
20120413,5941.43,2105301.39
20120420,4279.41,2144336.89
20120427,97.77,2064065.66
20120511,86.0,2127661.17
20120525,436.0,2154137.67
20120601,8.6,2179360.94
20120608,249.8,2245257.18
20120615,84.0,2234190.93
20120622,351.22,2197299.65
20120629,211.6,2128362.92
20120706,90.0,2224499.28
20120713,151.0,2100252.61
20120720,47.55,2175563.69
20120727,68.7,2048613.65
20120803,42.27,2174514.13
20120810,36.6,2193367.69
20120817,15.04,2283540.3
20120831,1.02,2081181.35
20120907,16.0,2125104.72
20120921,5.73,2119438.5300000003
20120928,5.73,2027620.23
20111111,1943.2,311906.7
20111118,116.11,307944.37
20111125,7.0,507900.07
20111202,4.0,376225.61
20111223,0.15,458562.24
20111230,17079.76,349624.88
20120106,6733.6,312078.71
20120113,3666.32,291454.52
20120120,2100.24,287523.98
20120127,969.68,295974.22
20120203,1349.62,333948.0
20120210,2725.8,349239.88
20120217,1958.52,356427.98
20120224,1407.4,312220.47
20120302,123.32,359206.21
20120309,51.27,347295.6
20120316,30.7,339392.54
20120323,32.75,321299.99
20120330,25.2,331318.73
20120413,758.49,351832.03
20120420,225.78,330063.06
20120615,0.95,327383.64
20120622,8.8,325041.68
20120629,12.75,329658.1
20120706,2.65,341214.43
20120713,1.0,316203.64
20120720,13.48,321205.12
20120727,7.75,306827.36
20120803,14.48,324195.17
20120810,15.0,306759.7
20120817,-10.98,314014.18
20120824,68.0,320831.36
20120831,49.0,344642.01
20120907,1.9,350648.91
20120914,4.0,299800.67
20120921,5.73,307306.76
20111111,2173.66,1536176.54
20111118,304.36,1524390.07
20111125,171.88,2249811.55
20111202,74.94,1688531.34
20111209,42.0,1903385.14
20111216,27.0,2034695.56
20111223,55.54,2644633.02
20111230,82881.16,1598080.52
20120106,32056.43,1395339.71
20120113,11967.81,1344243.17
20120120,1540.99,1326255.7
20120127,630.92,1315610.66
20120203,1772.68,1496305.78
20120210,5694.76,1620603.92
20120217,15299.89,1632616.09
20120224,8878.31,1465187.71
20120302,618.72,1550385.65
20120309,445.6,1569304.4
20120316,103.68,1748010.29
20120323,57.72,1495143.62
20120330,6.78,1508933.26
20120413,6968.14,1616394.45
20120420,2591.86,1456073.24
20120427,1.49,1456221.1
20120504,266.0,1543461.12
20120601,16.0,1681121.38
20120608,188.6,1696619.52
20120615,276.35,1642247.48
20120622,312.35,1618272.25
20120629,231.9,1648863.46
20120706,254.9,1876359.39
20120713,113.45,1588142.26
20120720,148.95,1574361.97
20120727,203.26,1513229.16
20120803,141.14,1627274.93
20120810,187.04,1588380.73
20120817,171.64,1543049.52
20120824,103.36,1501095.49
20120831,111.57,1577439.81
20120907,47.96,1608077.01
20120914,22.0,1375166.86
20120921,3.82,1425603.65
20120928,7.64,1369131.46
20111111,1431.65,556015.59
20111118,1229.96,539826.56
20111125,6.47,949075.87
20111202,6.47,591907.88
20111216,0.09,720242.1900000001
20111223,0.15,1059715.27
20111230,17021.3,815915.52
20120106,11519.36,713117.66
20120113,5926.48,593875.46
20120120,2791.5,578002.85
20120127,559.46,541037.98
20120203,1839.82,580453.32
20120210,3096.6,563460.77
20120217,4918.31,620908.1799999999
20120224,4331.71,603041.14
20120302,2326.08,551058.13
20120309,1178.96,579166.5
20120316,3.28,669205.73
20120330,2.4,583322.2
20120413,1555.57,517420.23
20120420,863.38,457340.06
20120608,76.6,642963.75
20120615,119.4,666942.02
20120622,352.1,687344.68
20120629,425.6,704335.41
20120706,326.2,805642.61
20120713,85.7,694150.89
20120720,114.37,686345.69
20120727,688.66,686365.4
20120803,109.88,680954.8099999999
20120810,26.2,675926.3
20120817,34.6,642450.4
20120824,19.6,609099.37
20120831,9.0,586467.16
20120921,12.0,530842.25
20120928,6.91,525545.76
20111111,4538.18,917088.48
20111118,114.32,897032.1900000001
20111125,320.76,1235163.86
20111202,286.0,986601.46
20111209,36.0,1051922.95
20111216,34.0,1118163.94
20111223,0.3,1462254.05
20111230,36381.83,858572.22
20120106,26001.46,872113.23
20120113,12764.99,817661.76
20120120,1055.47,813954.8200000001
20120127,730.16,778178.53
20120203,1412.41,927610.69
20120210,3298.88,1021400.42
20120217,10723.12,1096232.89
20120224,4960.15,928537.54
20120302,1000.19,952264.91
20120309,269.44,960115.56
20120316,501.9,921178.39
20120323,499.11,874223.25
20120330,121.67,905935.29
20120413,4689.55,909989.45
20120420,2105.64,872288.46
20120427,1.5,879448.25
20120601,41.6,921161.2
20120608,252.8,928820.0
20120615,265.7,916918.7
20120622,124.95,899449.65
20120629,199.75,878298.22
20120706,157.93,936205.5
20120713,129.2,890488.01
20120720,164.8,888834.07
20120727,80.6,838227.52
20120803,88.2,897076.73
20120810,26.0,930745.69
20120817,21.02,896613.19
20120824,6.4,936373.65
20120831,21.6,976137.73
20120907,9.0,932160.37
20120921,5.73,857796.45
20120928,1.91,884724.41
20111111,1645.11,594574.12
20111118,2.63,542414.27
20111223,0.24,905324.68
20111230,14481.63,549788.36
20120106,6203.76,519585.67
20120113,2959.36,474964.6
20120120,234.36,480130.04
20120127,283.85,482451.21
20120203,527.14,549967.89
20120210,1595.17,609736.12
20120217,5448.91,658965.05
20120224,4010.13,563578.79
20120302,154.97,619498.28
20120309,96.52,574955.95
20120316,1.8,550373.57
20120323,1.8,550791.32
20120330,15.98,574985.37
20120413,856.32,578539.86
20120420,121.25,542819.03
20120601,35.6,583648.59
20120608,142.2,582525.42
20120615,176.4,564606.1
20120622,3.8,562173.12
20120629,120.0,544770.7
20120706,87.2,578790.36
20120720,0.5,513991.57
20120727,8.0,495951.0
20120803,61.0,533887.54
20120810,-9.94,538713.47
20120907,-5.96,565812.29
20120921,1.91,533756.88
20120928,1.91,516361.06
20111111,14909.99,2076570.84
20111118,708.7,1869087.85
20111125,329.0,2950198.64
20111202,240.0,2068097.18
20111209,74.24,2429310.9
20111216,337.44,2555031.18
20111223,77.73,3487986.89
20111230,104519.54,1930690.37
20120106,38456.09,1683401.78
20120113,14424.42,1711562.73
20120120,3286.44,1675562.94
20120127,1646.86,1632406.0
20120203,1985.73,1867403.01
20120210,861.38,2218595.8000000003
20120217,8935.08,2168709.76
20120224,4614.67,2039415.74
20120302,152.91,1990371.02
20120309,7.9,1917483.1
20120316,-10.5,1930814.66
20120323,3.1,1837457.69
20120330,7.8,1815760.42
20120413,10818.3,1974687.51
20120420,4561.31,1777166.53
20120427,1.5,1712987.56
20120608,31.0,1840491.41
20120615,18.8,1811562.88
20120622,12.6,1755334.18
20120629,22.0,1707481.9
20120706,11.2,1805999.79
20120713,5.0,1765571.91
20120720,-1.6,1869967.03
20120817,0.0,1827797.4
20120907,20.0,1708283.28
20120921,245.91,1671857.57
20120928,62.82,1694862.41
20111111,10126.19,1366053.69
20111118,222.94,1315091.63
20111125,74.35,1848953.48
20111202,97.47,1399322.44
20111209,36.0,1646655.94
20111216,143.06,1783910.06
20111223,11.23,2213518.5
20111230,58046.41,1352084.21
20120106,32305.3,1283885.55
20120113,4831.34,1264736.59
20120120,1803.64,1207303.29
20120127,1631.94,1162675.85
20120203,1957.49,1376732.18
20120210,4575.75,1574287.76
20120217,9792.52,1569607.94
20120224,7531.48,1379473.03
20120302,1191.27,1438383.44
20120309,379.04,1413382.76
20120316,224.43,1441884.28
20120323,297.23,1300593.61
20120330,190.98,1300104.03
20120413,4722.18,1472752.01
20120420,68.22,1315356.99
20120427,1.41,1236238.29
20120601,79.6,1361595.33
20120608,191.4,1414343.53
20120615,247.6,1417875.42
20120622,278.6,1355680.3
20120629,219.8,1297028.6
20120706,125.6,1461129.94
20120713,105.95,1320239.51
20120720,140.22,1344483.81
20120727,97.58,1272395.02
20120803,173.58,1399341.07
20120810,128.54,1388973.65
20120817,209.26,1421307.2
20120824,74.16,1409515.73
20120831,120.0,1372872.35
20120907,56.0,1304584.4
20120914,32.98,1267675.05
20120921,159.46,1326132.98
20120928,51.91,1227430.73
20111111,7939.68,1095091.53
20111118,343.22,970641.34
20111125,8.0,1591920.42
20111209,15.85,1189646.45
20111216,28.45,1293404.18
20111223,15.98,1617612.03
20111230,58804.91,1111638.07
20120106,33829.84,945823.65
20120113,23438.57,865467.86
20120120,5161.57,855922.64
20120127,631.79,888203.69
20120203,3779.65,1058767.95
20120210,2551.32,1199330.85
20120217,8549.74,1240048.85
20120224,5681.93,1112034.72
20120302,2131.62,1147636.96
20120309,2192.75,1113208.57
20120316,731.87,1088498.52
20120323,1496.18,1045419.87
20120330,115.67,1025382.22
20120413,2934.51,1083811.19
20120420,1265.97,1006486.96
20120427,336.39,1004252.38
20120608,93.2,1086231.47
20120615,33.4,1019555.51
20120622,67.6,981386.25
20120629,47.6,943124.74
20120706,-0.6,1014898.78
20120713,20.0,960312.75
20120720,59.68,941550.34
20120727,41.28,916967.92
20120803,69.7,958667.23
20120810,79.4,984689.9
20120817,25.5,1005003.12
20120824,86.08,1048101.39
20120831,13.2,1061943.49
20120907,84.0,955146.04
20120921,156.82,922735.37
20120928,27.82,880415.67
20111111,30876.79,2111592.09
20111118,1090.92,2016323.51
20111125,548.1,2864170.61
20111202,56.0,2051315.66
20111209,56.0,2462779.06
20111216,556.15,2760346.71
20111223,193.26,3556766.03
20111230,89121.94,1969056.91
20120106,37106.52,1865752.78
20120113,14887.88,1794962.64
20120120,6765.52,1811606.21
20120127,3744.31,1733983.09
20120203,5822.12,1927780.74
20120210,8292.73,2069284.57
20120217,16497.47,2214477.06
20120224,12013.87,1929768.03
20120302,2436.75,1969742.76
20120309,339.05,1986445.65
20120316,637.7,2025582.62
20120323,75.36,1904421.74
20120330,43.54,1948982.7
20120413,19610.52,2057637.86
20120420,8216.22,1955689.12
20120427,0.11,1970121.65
20120511,86.0,2080764.17
20120601,123.0,2035431.39
20120608,406.6,2182437.9
20120615,416.5,2152229.11
20120622,565.14,2094373.0
20120629,446.92,2037663.71
20120706,337.7,2184980.35
20120713,220.42,2002750.99
20120720,133.34,2053089.32
20120727,96.56,1914430.53
20120803,73.92,2044148.23
20120810,70.38,2041019.92
20120817,6.76,2095769.18
20120824,71.92,2059458.25
20120831,50.44,2073855.42
20120907,18.74,2165796.31
20120921,141.83,1938379.66
20120928,63.1,1927664.11
20111111,22505.23,2081534.65
20111118,749.9,1969360.72
20111125,54.0,2685351.81
20111209,15.0,2470581.29
20111216,6.12,2594363.09
20111223,112.73,3369068.99
20111230,70574.85,1914148.89
20120106,39234.09,1859144.96
20120113,21593.85,1696248.27
20120120,4952.93,1789113.32
20120127,2195.14,1595362.27
20120203,4232.19,1877410.36
20120210,6533.16,2077256.24
20120217,13769.67,2020550.99
20120224,8644.89,1875040.16
20120302,1991.38,1926004.99
20120309,1050.48,2020839.31
20120316,280.43,1941040.5
20120323,348.81,1893447.71
20120330,185.8,1905033.01
20120413,13739.76,1912909.69
20120420,6870.09,1875686.44
20120427,0.35,1784029.95
20120601,11.0,2049485.49
20120608,570.2,2099615.88
20120615,423.4,1905733.68
20120622,317.0,1660228.88
20120629,211.7,1591835.02
20120706,416.3,1862128.95
20120713,-2.5,1544422.35
20120720,58.48,1553250.16
20120727,113.66,1479514.66
20120803,37.82,1656886.46
20120810,23.68,1648570.03
20120817,62.5,1660433.3
20120824,34.56,1621841.33
20120831,9.94,1613342.19
20120907,6.97,1904512.34
20120921,98.28,1565352.46
20120928,38.19,1522512.2
20111111,4267.72,618949.82
20111118,615.27,597856.51
20111125,54.94,1066478.1
20111202,191.82,699028.66
20111209,193.94,764565.55
20111216,19.0,870415.49
20111223,7.27,1182691.87
20111230,31122.2,603460.79
20120106,17413.82,516087.65
20120113,8959.27,454183.42
20120120,3151.32,492721.85
20120127,2072.02,466045.63
20120203,3425.96,523831.64
20120210,5527.21,628218.22
20120217,7914.95,598502.83
20120224,5859.12,561137.06
20120302,1749.22,541292.64
20120309,615.68,545120.67
20120316,104.88,570611.23
20120323,118.73,565481.88
20120330,72.67,557547.25
20120413,3269.14,558585.13
20120420,1678.35,534780.57
20120601,22.8,663971.26
20120608,269.0,611390.67
20120615,478.6,636737.65
20120622,1314.0,687085.6
20120629,589.4,624099.48
20120706,270.1,678024.75
20120713,189.6,591335.5
20120720,179.69,592369.22
20120727,122.34,571190.83
20120803,216.62,590739.62
20120810,19.31,590453.63
20120817,10.66,579738.2
20120824,-6.69,606210.77
20120831,135.77,610185.32
20120907,13.2,587259.8200000001
20120921,91.0,533161.64
20120928,19.73,553901.97
20111111,2193.04,513181.31
20111118,154.21,480353.64
20111125,126.47,712422.4
20111202,61.0,530492.84
20111209,28.0,574798.86
20111223,0.18,950691.96
20111230,11778.68,665861.06
20120106,5524.49,564538.0700000001
20120113,2551.73,508520.09
20120120,1399.47,474389.75
20120127,1011.32,453979.19
20120203,747.82,475905.1
20120210,985.13,473766.97
20120217,2712.39,494069.49
20120224,2778.82,495720.3
20120302,871.52,464189.09
20120309,557.02,495951.66
20120316,0.3,520850.71
20120323,2.5,493503.89
20120413,1368.42,450756.71
20120420,582.08,436221.26
20120427,205.74,398445.15
20120601,22.4,532311.9299999999
20120608,37.2,603618.89
20120615,141.8,570045.79
20120622,201.0,581745.72
20120629,107.4,570162.28
20120706,68.8,641763.53
20120713,17.9,569005.0599999999
20120720,105.35,565297.54
20120727,31.77,539337.87
20120810,11.2,554036.84
20120824,16.0,551152.15
20120907,-9.98,537138.58
20120921,1.91,509942.56
20120928,3.82,469607.73
20111111,4172.99,914759.2
20111118,247.29,877724.31
20111125,181.17,1225700.28
20111202,222.94,945267.68
20111216,0.03,1067754.06
20111223,35.63,1289156.9
20111230,42391.85,777207.3
20120106,12090.5,1198104.22
20120113,3911.73,873576.96
20120120,577.33,809272.65
20120127,684.22,769522.33
20120203,5509.47,864852.85
20120210,13498.72,880165.7
20120217,14264.11,927084.65
20120224,3368.34,843864.4299999999
20120302,1163.89,856178.47
20120309,104.91,860224.98
20120316,46.13,853136.46
20120323,42.99,851762.28
20120330,74.41,872469.03
20120413,6989.17,877055.32
20120420,1288.35,1119979.98
20120601,25.0,938914.28
20120608,140.2,987990.24
20120615,147.0,964169.67
20120622,466.98,981210.57
20120629,281.3,982322.24
20120706,128.0,1046782.52
20120713,64.9,960746.04
20120720,34.2,944698.7
20120727,57.6,907493.24
20120803,56.6,877813.33
20120810,9.2,849074.04
20120817,5.6,844928.17
20120824,6.0,924299.78
20120921,1.91,938303.28
20111111,14793.25,1079931.63
20111118,1781.71,1056992.18
20111125,46.0,1624170.99
20111202,7.0,1188047.61
20111209,10.5,1368471.23
20111216,2.65,1516924.23
20111223,12.79,1882393.4
20111230,53296.65,1010562.49
20120106,43731.43,977286.07
20120113,22411.4,890130.25
20120120,5114.77,937522.77
20120127,3060.93,825584.22
20120203,3227.0,1049772.04
20120210,4105.7,1161615.51
20120217,9663.67,1115985.81
20120224,10284.14,1037861.11
20120302,2430.78,1047178.91
20120309,368.19,1084894.47
20120316,167.65,1022018.43
20120323,237.61,1031139.3
20120330,267.64,1009121.2
20120413,9592.28,998443.5
20120420,11361.33,1025813.8
20120427,5.83,961186.23
20120601,1.2,1118313.7
20120608,218.0,1110479.94
20120615,296.4,1057425.83
20120622,478.09,1080357.89
20120629,262.88,1097006.3
20120706,216.52,1158247.31
20120713,113.06,1024784.92
20120720,161.52,1033543.56
20120727,117.52,924506.26
20120803,66.83,1052066.58
20120810,134.57,967304.07
20120817,70.36,1048134.24
20120824,63.4,1145840.91
20120831,7.98,1117097.23
20120907,3.0,1083521.24
20120921,41.64,971386.65
20120928,22.73,1002856.2
20111111,16590.75,1502078.93
20111118,1785.29,1411835.57
20111125,1436.52,1974646.78
20111202,239.76,1484708.38
20111209,9.5,1713769.06
20111216,292.4,1852179.15
20111223,475.86,2480159.47
20111230,50438.17,1405168.06
20120106,26073.98,1266570.4
20120113,11505.42,1182198.7
20120120,5702.57,1237104.73
20120127,4031.78,1279623.26
20120203,6433.83,1345311.65
20120210,8415.91,1499496.67
20120217,14860.19,1424720.27
20120224,11835.35,1352470.09
20120302,3485.95,1308977.05
20120309,745.75,1358816.46
20120316,84.57,1312849.1
20120323,170.78,1342254.55
20120330,134.4,1327139.35
20120413,12590.76,1365098.46
20120420,5712.68,1255087.26
20120427,-265.76,1285897.24
20120504,532.0,1405007.44
20120601,36.2,1450733.29
20120608,292.4,1390122.11
20120615,697.0,1440263.15
20120622,1232.8,1468350.36
20120629,535.4,1379652.65
20120706,600.3,1557120.44
20120713,328.2,1321741.35
20120720,424.15,1317672.92
20120727,282.26,1248915.43
20120803,220.13,1342123.78
20120810,232.43,1408907.89
20120817,370.35,1375101.26
20120824,237.03,1544653.37
20120831,236.96,1542719.87
20120907,27.41,1497073.82
20120921,147.55,1338572.29
20120928,48.46,1338299.02
20111111,11652.84,2269975.85
20111118,1673.96,2169933.82
20111125,80.0,2906233.25
20111202,60.0,2298776.83
20111209,81.5,2546123.78
20111216,217.03,2762816.65
20111223,80.15,3555371.03
20111230,97740.99,2043245.0
20120106,45971.43,1964701.94
20120113,18632.14,1911510.64
20120120,5030.4,1892775.94
20120127,3044.15,1761016.51
20120203,8766.77,2203523.2
20120210,13171.55,2462978.2800000003
20120217,19179.87,2309025.16
20120224,10561.94,2045837.55
20120302,3200.31,2148822.76
20120309,750.14,2139265.4
20120316,310.32,2064991.71
20120323,612.11,1992436.96
20120330,116.47,2074721.74
20120406,12.57,2565259.92
20120413,7934.59,2045396.06
20120420,5650.88,1884427.84
20120427,2.82,1886503.93
20120504,496.0,2163510.89
20120518,512.0,2039222.26
20120601,17.4,2143126.59
20120608,516.6,2231962.13
20120615,657.4,2165160.29
20120622,875.7,2060588.69
20120629,605.7,2055952.61
20120706,342.6,2358055.3
20120713,99.7,2134680.12
20120720,142.66,1970170.29
20120727,130.17,1911559.1
20120803,83.64,2094515.71
20120810,156.18,2144245.39
20120817,99.68,2045061.22
20120824,53.4,2005341.43
20120831,32.04,2062481.56
20120907,-0.99,2080529.06
20120921,168.56,2028587.24
20120928,52.64,2008350.58
20111111,7898.33,757369.87
20111118,545.17,737014.09
20111125,206.36,1219263.4
20111202,43.0,793184.25
20111209,19.0,897747.13
20111216,65.06,1027584.51
20111223,6.92,1384552.17
20111230,32642.96,804362.36
20120106,28369.34,640181.86
20120113,13367.98,631181.25
20120120,1092.91,651178.2
20120127,602.88,611258.71
20120203,1598.17,680725.43
20120210,3985.95,770652.7899999999
20120217,7922.13,834663.52
20120224,5600.94,747099.0700000001
20120302,1076.98,764385.4
20120309,190.49,755084.4
20120316,158.12,767338.32
20120323,155.09,729759.97
20120330,180.02,724798.76
20120413,4118.13,769319.04
20120420,3287.37,734858.91
20120427,4.23,674829.58
20120608,10.8,707895.72
20120615,61.6,727049.04
20120622,79.95,735870.0
20120629,38.3,716341.39
20120706,63.2,693013.59
20120713,17.8,668132.36
20120720,57.8,691200.33
20120727,12.92,677789.14
20120803,26.8,693785.85
20120810,27.6,700272.01
20120817,15.6,751963.8099999999
20120824,3.0,802003.61
20120831,43.8,763867.59
20120907,20.0,642827.29
20120921,33.73,667151.46
20120928,4.91,647097.65
20111111,16756.86,1051740.29
20111118,659.84,1007579.44
20111223,5.39,1863195.68
20111230,55072.53,982661.14
20120106,34453.8,895358.2
20120113,19455.8,855437.5700000001
20120120,7401.88,897027.44
20120127,4022.06,786459.23
20120203,5196.77,958487.75
20120210,6392.28,1034448.07
20120217,10572.12,1004749.41
20120224,7913.38,912958.95
20120302,3333.76,974866.65
20120309,348.71,991127.01
20120316,51.31,966780.01
20120323,96.9,992774.4
20120330,29.6,965769.93
20120413,10877.85,939118.24
20120420,6519.27,1000342.87
20120427,0.18,922539.94
20120601,7.6,1102857.37
20120608,142.4,1061134.37
20120615,193.9,1061219.19
20120622,387.4,1112449.3
20120629,345.5,1053881.78
20120706,296.2,1097786.14
20120713,183.5,971361.38
20120720,101.3,991969.37
20120727,42.97,925731.21
20120803,88.92,1007257.83
20120810,22.87,973812.79
20120817,91.43,981273.26
20120824,100.54,1060906.75
20120831,40.66,1022270.86
20120907,4.0,996628.8
20120914,3.44,918049.28
20120921,106.01,921612.53
20120928,23.73,976479.51
20111111,9619.31,1436940.78
20111118,206.48,1345631.96
20111125,47.47,2057059.53
20111202,50.47,1552886.59
20111216,19.18,2173621.2
20111223,14.2,2587953.32
20111230,50366.6,1213486.95
20120106,34854.95,1150662.55
20120113,15216.56,1031451.35
20120120,4576.79,1146992.13
20120127,3319.68,1037476.38
20120203,6055.11,1261872.67
20120210,8403.67,1358444.07
20120217,10140.32,1365546.69
20120224,10478.33,1272948.27
20120302,4311.34,1322852.2
20120309,1125.61,1292724.9
20120316,110.48,1258364.31
20120323,72.5,1288154.1
20120330,116.41,1261964.96
20120413,4852.66,1231752.54
20120420,6551.03,1287899.41
20120427,1325.48,1277758.76
20120601,92.2,1476144.34
20120608,503.4,1568048.54
20120615,442.3,1543667.68
20120622,658.1,1522042.57
20120629,199.8,1451782.16
20120706,103.8,1545370.16
20120713,99.3,1384921.63
20120720,5.7,1381339.23
20120727,205.08,1322932.36
20120803,77.84,1416926.31
20120810,144.9,1436311.76
20120817,33.79,1510131.45
20120824,134.11,1702220.96
20120831,23.29,1577468.78
20120907,91.22,1427162.26
20120921,200.82,1338627.55
20120928,60.55,1319035.06
20111111,20595.49,1425078.59
20111118,794.02,1297535.69
20111125,66.94,1761235.67
20111202,126.88,1335647.1
20111216,9.09,1624994.43
20111223,632.93,2168344.23
20111230,44499.08,1363973.16
20120106,25367.9,1251581.89
20120113,8743.62,1155594.2
20120120,7169.67,1151993.85
20120127,4142.75,1057290.41
20120203,4189.09,1249696.97
20120210,6777.04,1403460.87
20120217,10925.86,1326370.08
20120224,10556.73,1303233.15
20120302,3495.48,1213994.39
20120309,1190.23,1325835.7
20120316,920.9,1239299.12
20120323,652.04,1221723.94
20120330,475.99,1230106.13
20120413,5896.55,1285783.87
20120420,3425.69,1208654.4
20120427,729.55,1194334.65
20120504,192.0,1306551.71
20120511,-192.0,1355391.79
20120601,42.2,1467722.19
20120608,250.6,1406313.13
20120615,217.9,1364445.98
20120622,749.1,1434709.63
20120629,329.3,1428869.9
20120706,559.3,1645097.75
20120713,136.9,1405475.78
20120720,126.88,1394299.0
20120727,501.84,1307339.14
20120803,557.1,1440374.13
20120810,798.52,1497054.81
20120817,262.05,1397970.54
20120824,280.89,1303726.54
20120831,79.5,1344558.92
20120907,60.92,1477134.75
20120914,1.0,1242909.53
20120921,1.91,1261158.47
20120928,15.28,1259278.36
20111111,8851.65,719235.07
20111118,168.82,728525.6
20111125,65.0,1116211.39
20111202,34.0,878314.5700000001
20111209,64.0,916446.02
20111216,61.0,997502.47
20111223,80.12,1290532.97
20111230,49913.53,683665.37
20120106,26833.97,636419.12
20120113,10718.26,614764.31
20120120,3417.28,594744.89
20120127,2193.97,589554.29
20120203,4566.23,642776.4
20120210,5620.25,658984.38
20120217,9583.33,654088.02
20120224,7242.9,613501.05
20120302,3050.12,643155.89
20120309,944.64,643711.53
20120316,185.14,638204.27
20120323,247.61,672831.78
20120330,225.11,684348.92
20120413,4239.57,658691.56
20120420,2190.68,661566.48
20120427,5.24,655157.32
20120601,38.4,694765.95
20120608,207.4,730254.19
20120615,147.2,753860.89
20120622,467.6,721601.9
20120629,537.8,718890.8099999999
20120706,399.7,753385.5499999999
20120713,45.6,714093.95
20120720,227.91,685676.58
20120727,582.48,659109.53
20120803,1155.02,709724.6
20120810,67.99,710496.97
20120817,2.2,728467.72
20120824,69.6,756527.64
20120831,15.4,714828.73
20120907,0.0,671482.9
20120921,17.82,664745.2
20120928,11.0,683300.84
20111111,6889.46,1077640.13
20111118,226.18,946091.79
20111125,9.0,1282320.05
20111202,9.0,1012498.49
20111209,19.0,1148987.46
20111223,0.09,1515175.01
20111230,34472.24,972834.42
20120106,17442.27,971557.62
20120113,6050.57,836305.65
