,Date,Promotion4,Weekly_Sales
373,20111202,394.29,472511.32
374,20111209,833.44,468772.8
375,20111216,187.42,510747.62
377,20111230,81.43,410553.88
378,20120106,415.36,398178.21
379,20120113,226.97,367438.62
380,20120120,16.05,365818.61
381,20120127,4.0,349518.1
382,20120203,8368.15,424960.66
383,20120210,2144.87,473292.47
384,20120217,2396.68,475591.08
385,20120224,301.48,418925.47
386,20120302,2666.22,469752.56
387,20120309,1340.29,445162.05
388,20120316,909.76,411775.8
389,20120323,92.11,413907.25
390,20120330,113.25,407488.84
391,20120406,1282.3,503232.13
392,20120413,682.03,420789.74
393,20120420,425.29,434822.13
394,20120427,36.5,394616.11
395,20120504,1159.71,439913.57
396,20120511,813.77,431985.36
397,20120518,143.23,418112.76
398,20120525,536.82,413701.29
399,20120601,618.49,432268.53
400,20120608,283.7,446336.8
401,20120615,631.17,442074.79
402,20120622,421.71,419497.95
403,20120629,395.28,422965.33
404,20120706,703.16,411206.5
405,20120713,302.29,416913.1
406,20120720,149.62,432424.85
407,20120727,1791.7,389427.9
408,20120803,2484.22,419990.29
409,20120810,1880.43,391811.6
410,20120817,401.46,394918.83
411,20120824,1004.51,412449.67
412,20120831,1743.76,408838.73
413,20120907,419.87,408229.73
414,20120914,2080.29,407589.16
415,20120921,878.66,414392.09
416,20120928,890.65,389813.02
509,20111111,5630.01,2203028.96
510,20111118,613.96,2243946.59
511,20111125,44.04,3004702.33
512,20111202,4767.86,2180999.26
513,20111209,4692.5,2508955.24
514,20111216,777.65,2771397.17
515,20111223,52.0,3676388.98
516,20111230,776.26,2007105.86
517,20120106,863.22,2047766.07
518,20120113,820.37,1941676.61
519,20120120,918.36,2005097.76
520,20120127,445.47,1928720.51
521,20120203,48086.64,2173373.91
522,20120210,12869.78,2374660.64
523,20120217,11912.49,2427640.17
524,20120224,1179.72,2226662.17
525,20120302,10714.6,2206319.9
526,20120309,1103.64,2202450.81
527,20120316,8540.87,2214967.44
528,20120323,739.14,2091592.54
529,20120330,487.66,2089381.77
530,20120406,5677.89,2470206.13
531,20120413,3915.29,2105301.39
532,20120420,2409.97,2144336.89
533,20120427,113.37,2064065.66
534,20120504,6993.97,2196968.33
535,20120511,5005.96,2127661.17
536,20120518,2290.18,2207214.81
537,20120525,3268.41,2154137.67
538,20120601,2676.33,2179360.94
539,20120608,4235.27,2245257.18
540,20120615,2105.39,2234190.93
541,20120622,5390.02,2197299.65
542,20120629,2114.26,2128362.92
543,20120706,10671.47,2224499.28
544,20120713,3810.25,2100252.61
545,20120720,634.78,2175563.69
546,20120727,13565.83,2048613.65
547,20120803,22663.73,2174514.13
548,20120810,4777.2,2193367.69
549,20120817,1269.13,2283540.3
550,20120824,8115.89,2125241.68
551,20120831,7187.73,2081181.35
552,20120907,7217.88,2125104.72
553,20120914,3643.77,2117854.6
554,20120921,6376.86,2119438.5300000003
555,20120928,1931.02,2027620.23
648,20111111,757.33,311906.7
649,20111118,295.13,307944.37
650,20111125,8.0,507900.07
651,20111202,901.67,376225.61
652,20111209,523.27,367433.77
653,20111216,319.84,379530.3
655,20111230,162.33,349624.88
656,20120106,621.64,312078.71
657,20120113,137.88,291454.52
658,20120120,132.63,287523.98
659,20120127,12.0,295974.22
660,20120203,14928.42,333948.0
661,20120210,3682.89,349239.88
662,20120217,2662.84,356427.98
663,20120224,145.46,312220.47
664,20120302,3063.26,359206.21
665,20120309,109.67,347295.6
666,20120316,585.12,339392.54
667,20120323,210.09,321299.99
668,20120330,322.57,331318.73
669,20120406,1489.1,402985.7
670,20120413,206.0,351832.03
671,20120420,247.94,330063.06
672,20120427,33.35,324839.74
673,20120504,1183.64,360932.69
674,20120511,709.19,333870.52
675,20120518,243.73,336189.66
676,20120525,225.2,341994.48
677,20120601,393.41,359867.8
678,20120608,231.16,341704.59
679,20120615,570.11,327383.64
680,20120622,677.36,325041.68
681,20120629,113.8,329658.1
682,20120706,914.36,341214.43
683,20120713,889.18,316203.64
684,20120720,278.93,321205.12
685,20120727,3104.68,306827.36
686,20120803,3640.7,324195.17
687,20120810,1687.13,306759.7
688,20120817,1955.75,314014.18
689,20120824,627.6,320831.36
690,20120831,2799.14,344642.01
691,20120907,968.75,350648.91
692,20120914,1354.97,299800.67
693,20120921,83.82,307306.76
694,20120928,425.98,310141.68
787,20111111,3108.55,1536176.54
788,20111118,687.88,1524390.07
789,20111125,15.0,2249811.55
790,20111202,3904.82,1688531.34
791,20111209,4436.51,1903385.14
792,20111216,508.56,2034695.56
793,20111223,23.41,2644633.02
794,20111230,814.58,1598080.52
795,20120106,985.76,1395339.71
796,20120113,575.13,1344243.17
797,20120120,449.06,1326255.7
798,20120127,17.0,1315610.66
799,20120203,28199.34,1496305.78
800,20120210,8976.17,1620603.92
801,20120217,6129.29,1632616.09
802,20120224,642.13,1465187.71
803,20120302,9687.4,1550385.65
804,20120309,446.42,1569304.4
805,20120316,2231.64,1748010.29
806,20120323,664.8,1495143.62
807,20120330,1859.67,1508933.26
808,20120406,4044.88,1840131.19
809,20120413,1544.21,1616394.45
810,20120420,81.42,1456073.24
811,20120427,9.94,1456221.1
812,20120504,5455.98,1543461.12
813,20120511,3312.9,1517075.67
814,20120518,495.43,1513635.64
815,20120525,1331.9,1603793.42
816,20120601,1904.81,1681121.38
817,20120608,859.54,1696619.52
818,20120615,3373.11,1642247.48
819,20120622,3024.57,1618272.25
820,20120629,262.44,1648863.46
821,20120706,3655.34,1876359.39
822,20120713,5516.18,1588142.26
823,20120720,3197.56,1574361.97
824,20120727,17151.91,1513229.16
825,20120803,15925.51,1627274.93
826,20120810,3920.14,1588380.73
827,20120817,4968.35,1543049.52
828,20120824,5268.21,1501095.49
829,20120831,15675.98,1577439.81
830,20120907,3040.62,1608077.01
831,20120914,3871.46,1375166.86
832,20120921,855.06,1425603.65
833,20120928,1952.69,1369131.46
926,20111111,1330.31,556015.59
927,20111118,494.15,539826.56
928,20111125,12.0,949075.87
929,20111202,1630.88,591907.88
930,20111209,589.44,653845.45
931,20111216,439.97,720242.1900000001
932,20111223,41.51,1059715.27
933,20111230,144.93,815915.52
934,20120106,162.72,713117.66
935,20120113,191.84,593875.46
936,20120120,213.86,578002.85
937,20120127,47.0,541037.98
938,20120203,16241.73,580453.32
939,20120210,4854.7,563460.77
940,20120217,1838.98,620908.1799999999
941,20120224,2699.15,603041.14
942,20120302,15505.0,551058.13
943,20120309,996.02,579166.5
944,20120316,3440.61,669205.73
945,20120323,293.35,615997.29
946,20120330,385.22,583322.2
947,20120406,1156.2,621425.98
948,20120413,776.66,517420.23
949,20120420,549.62,457340.06
950,20120427,49.82,467827.75
951,20120504,1590.01,465198.89
952,20120511,402.53,460397.41
953,20120518,508.1,468428.3
954,20120525,483.27,532739.77
955,20120601,1349.72,598495.02
956,20120608,444.64,642963.75
957,20120615,677.29,666942.02
958,20120622,1239.04,687344.68
959,20120629,42.0,704335.41
960,20120706,2112.68,805642.61
961,20120713,424.66,694150.89
962,20120720,198.49,686345.69
963,20120727,1264.45,686365.4
964,20120803,8606.99,680954.8099999999
965,20120810,2124.61,675926.3
966,20120817,1649.91,642450.4
967,20120824,1627.26,609099.37
968,20120831,2482.01,586467.16
969,20120907,817.15,597876.5499999999
970,20120914,709.04,541120.2
971,20120921,344.2,530842.25
972,20120928,917.2,525545.76
1065,20111111,1407.72,917088.48
1066,20111118,868.79,897032.1900000001
1067,20111125,110.41,1235163.86
1068,20111202,1192.79,986601.46
1069,20111209,1791.15,1051922.95
1070,20111216,169.2,1118163.94
1071,20111223,14.0,1462254.05
1072,20111230,178.4,858572.22
1073,20120106,500.91,872113.23
1074,20120113,299.73,817661.76
1075,20120120,411.88,813954.8200000001
1076,20120127,30.28,778178.53
1077,20120203,18723.56,927610.69
1078,20120210,6530.08,1021400.42
1079,20120217,1546.82,1096232.89
1080,20120224,2441.26,928537.54
1081,20120302,5819.37,952264.91
1082,20120309,509.65,960115.56
1083,20120316,1078.01,921178.39
1084,20120323,403.32,874223.25
1085,20120330,375.27,905935.29
1086,20120406,2101.86,1046816.59
1087,20120413,940.82,909989.45
1088,20120420,1768.65,872288.46
1089,20120427,15.6,879448.25
1090,20120504,3338.11,937232.09
1091,20120511,1425.65,920128.89
1092,20120518,585.14,913922.01
1093,20120525,1056.01,895157.4400000001
1094,20120601,1319.45,921161.2
1095,20120608,679.89,928820.0
1096,20120615,1184.4,916918.7
1097,20120622,1409.95,899449.65
1098,20120629,492.34,878298.22
1099,20120706,3068.98,936205.5
1100,20120713,1750.15,890488.01
1101,20120720,390.77,888834.07
1102,20120727,2242.95,838227.52
1103,20120803,4783.44,897076.73
1104,20120810,2215.73,930745.69
1105,20120817,1066.29,896613.19
1106,20120824,763.09,936373.65
1107,20120831,3952.93,976137.73
1108,20120907,1177.09,932160.37
1109,20120914,1130.96,883569.38
1111,20120928,1103.02,884724.41
1204,20111111,1580.98,594574.12
1205,20111118,1639.62,542414.27
1206,20111125,247.83,814753.5
1207,20111202,643.78,613115.21
1208,20111209,822.69,630327.28
1209,20111216,384.78,705557.97
1210,20111223,17.72,905324.68
1211,20111230,237.84,549788.36
1212,20120106,3743.55,519585.67
1213,20120113,129.27,474964.6
1214,20120120,117.08,480130.04
1215,20120127,22.5,482451.21
1216,20120203,9955.21,549967.89
1217,20120210,4740.66,609736.12
1218,20120217,945.06,658965.05
1219,20120224,586.06,563578.79
1220,20120302,3557.17,619498.28
1221,20120309,990.11,574955.95
1222,20120316,436.67,550373.57
1223,20120323,414.45,550791.32
1224,20120330,69.02,574985.37
1225,20120406,1201.8,677885.99
1226,20120413,290.87,578539.86
1227,20120420,265.55,542819.03
1228,20120427,7.88,550414.99
1229,20120504,969.06,586289.08
1230,20120511,356.78,592572.3
1231,20120518,426.51,571463.93
1232,20120525,81.12,547226.0
1233,20120601,374.37,583648.59
1234,20120608,81.26,582525.42
1235,20120615,780.78,564606.1
1236,20120622,1270.8,562173.12
1237,20120629,31.75,544770.7
1238,20120706,1642.41,578790.36
1239,20120713,47.76,536537.64
1240,20120720,862.28,513991.57
1241,20120727,1129.2,495951.0
1242,20120803,1659.09,533887.54
1243,20120810,2112.03,538713.47
1244,20120817,325.68,535153.47
1245,20120824,501.16,572887.78
1246,20120831,2828.89,576879.15
1247,20120907,602.8,565812.29
1248,20120914,385.53,523427.35
1249,20120921,273.53,533756.88
1250,20120928,190.38,516361.06
1343,20111111,4320.22,2076570.84
1344,20111118,695.54,1869087.85
1345,20111125,79.0,2950198.64
1346,20111202,6615.5,2068097.18
1347,20111209,5124.86,2429310.9
1348,20111216,158.52,2555031.18
1349,20111223,108.37,3487986.89
1350,20111230,1573.87,1930690.37
1351,20120106,305.2,1683401.78
1352,20120113,597.55,1711562.73
1353,20120120,644.03,1675562.94
1354,20120127,45.8,1632406.0
1355,20120203,33345.34,1867403.01
1356,20120210,6806.11,2218595.8000000003
1357,20120217,6330.02,2168709.76
1358,20120224,596.5,2039415.74
1359,20120302,5831.75,1990371.02
1360,20120309,919.45,1917483.1
1361,20120316,1928.5,1930814.66
1362,20120323,480.89,1837457.69
1363,20120330,574.87,1815760.42
1364,20120406,4802.15,2163384.17
1365,20120413,3675.97,1974687.51
1366,20120420,1953.72,1777166.53
1367,20120427,124.18,1712987.56
1368,20120504,4872.45,1821364.42
1369,20120511,4736.02,1792345.3
1370,20120518,972.85,1795152.73
1371,20120525,1701.28,1830939.1
1372,20120601,2945.55,1767471.48
1373,20120608,637.39,1840491.41
1374,20120615,2052.91,1811562.88
1375,20120622,3375.65,1755334.18
1376,20120629,1119.45,1707481.9
1377,20120706,5763.56,1805999.79
1378,20120713,8194.36,1765571.91
1379,20120720,4275.27,1869967.03
1380,20120727,16376.33,1817603.66
1381,20120803,21623.93,1939440.09
1382,20120810,5537.01,1880436.94
1383,20120817,3037.56,1827797.4
1384,20120824,6602.59,1764984.15
1385,20120831,12440.51,1650285.54
1386,20120907,3530.47,1708283.28
1387,20120914,4943.53,1640168.99
1388,20120921,2976.5,1671857.57
1389,20120928,3350.88,1694862.41
1482,20111111,2206.22,1366053.69
1483,20111118,404.05,1315091.63
1484,20111125,3.0,1848953.48
1485,20111202,3648.95,1399322.44
1486,20111209,2598.36,1646655.94
1487,20111216,669.07,1783910.06
1489,20111230,78.09,1352084.21
1490,20120106,530.55,1283885.55
1491,20120113,590.68,1264736.59
1492,20120120,297.73,1207303.29
1493,20120127,3.0,1162675.85
1494,20120203,37091.67,1376732.18
1495,20120210,8932.68,1574287.76
1496,20120217,4060.54,1569607.94
1497,20120224,3698.03,1379473.03
1498,20120302,11524.7,1438383.44
1499,20120309,1251.85,1413382.76
1500,20120316,3164.68,1441884.28
1501,20120323,558.46,1300593.61
1502,20120330,1345.08,1300104.03
1503,20120406,4048.21,1596325.01
1504,20120413,1412.83,1472752.01
1505,20120420,393.55,1315356.99
1507,20120504,9298.85,1370251.22
1508,20120511,4600.43,1300147.07
1509,20120518,479.55,1352442.31
1510,20120525,2938.13,1297335.87
1511,20120601,1785.38,1361595.33
1512,20120608,2768.31,1414343.53
1513,20120615,2876.5,1417875.42
1514,20120622,1726.99,1355680.3
1515,20120629,1799.43,1297028.6
1516,20120706,6101.75,1461129.94
1517,20120713,4778.55,1320239.51
1518,20120720,3689.47,1344483.81
1519,20120727,2364.95,1272395.02
1520,20120803,22778.65,1399341.07
1521,20120810,4764.33,1388973.65
1522,20120817,1235.79,1421307.2
1523,20120824,1673.59,1409515.73
1524,20120831,7575.93,1372872.35
1525,20120907,3235.27,1304584.4
1526,20120914,707.47,1267675.05
1527,20120921,838.95,1326132.98
1528,20120928,1653.38,1227430.73
1621,20111111,10463.07,1095091.53
1622,20111118,2390.67,970641.34
1623,20111125,49.27,1591920.42
1624,20111202,3768.45,1071383.1
1625,20111209,5849.71,1189646.45
1626,20111216,1100.93,1293404.18
1627,20111223,1375.84,1617612.03
1628,20111230,1268.21,1111638.07
1629,20120106,624.05,945823.65
1630,20120113,2289.8,865467.86
1631,20120120,2552.39,855922.64
1632,20120127,104.69,888203.69
1633,20120203,48403.53,1058767.95
1634,20120210,10597.74,1199330.85
1635,20120217,14234.76,1240048.85
1636,20120224,2401.22,1112034.72
1637,20120302,4574.95,1147636.96
1638,20120309,1479.91,1113208.57
1639,20120316,1589.97,1088498.52
1640,20120323,1951.11,1045419.87
1641,20120330,1885.51,1025382.22
1642,20120406,3885.06,1128765.71
1643,20120413,1944.35,1083811.19
1644,20120420,878.01,1006486.96
1645,20120427,613.65,1004252.38
1646,20120504,1671.53,1073433.69
1647,20120511,1378.68,1041995.22
1648,20120518,9506.75,1020486.05
1649,20120525,2185.46,991514.21
1650,20120601,3666.37,981345.2
1651,20120608,2385.69,1086231.47
1652,20120615,4573.57,1019555.51
1653,20120622,4693.44,981386.25
1654,20120629,1330.36,943124.74
1655,20120706,5397.84,1014898.78
1656,20120713,5542.53,960312.75
1657,20120720,5292.33,941550.34
1658,20120727,9211.05,916967.92
1659,20120803,22802.96,958667.23
1660,20120810,6513.42,984689.9
1661,20120817,5107.54,1005003.12
1662,20120824,7981.57,1048101.39
1663,20120831,11860.18,1061943.49
1664,20120907,3202.21,955146.04
1665,20120914,863.95,885892.37
1666,20120921,3290.61,922735.37
1667,20120928,1307.43,880415.67
1760,20111111,4407.38,2111592.09
1761,20111118,1201.3,2016323.51
1762,20111125,146.33,2864170.61
1763,20111202,5550.87,2051315.66
1764,20111209,1778.83,2462779.06
1765,20111216,424.43,2760346.71
1766,20111223,239.78,3556766.03
1767,20111230,1772.02,1969056.91
1768,20120106,1922.55,1865752.78
1769,20120113,798.48,1794962.64
1770,20120120,1196.17,1811606.21
1771,20120127,253.99,1733983.09
1772,20120203,57817.56,1927780.74
1773,20120210,18849.21,2069284.57
1774,20120217,13643.83,2214477.06
1775,20120224,2584.12,1929768.03
1776,20120302,16066.76,1969742.76
1777,20120309,1300.75,1986445.65
1778,20120316,6169.81,2025582.62
1779,20120323,827.19,1904421.74
1780,20120330,1116.83,1948982.7
1781,20120406,3969.24,2271614.76
1782,20120413,3021.51,2057637.86
1783,20120420,1561.38,1955689.12
1784,20120427,104.18,1970121.65
1785,20120504,7557.14,1995994.51
1786,20120511,6009.18,2080764.17
1787,20120518,2583.46,2131900.55
1788,20120525,1048.83,2043349.41
1789,20120601,3793.73,2035431.39
1790,20120608,1450.62,2182437.9
1791,20120615,3496.08,2152229.11
1792,20120622,4025.82,2094373.0
1793,20120629,743.34,2037663.71
1794,20120706,8820.75,2184980.35
1795,20120713,4033.74,2002750.99
1796,20120720,1518.75,2053089.32
1797,20120727,8723.87,1914430.53
1798,20120803,13485.99,2044148.23
1799,20120810,3258.43,2041019.92
1800,20120817,2344.61,2095769.18
1801,20120824,8290.49,2059458.25
1802,20120831,9444.6,2073855.42
1803,20120907,4472.17,2165796.31
1804,20120914,1300.16,1919917.03
1805,20120921,2465.37,1938379.66
1806,20120928,3022.73,1927664.11
1899,20111111,2679.33,2081534.65
1900,20111118,2331.53,1969360.72
1901,20111125,13.0,2685351.81
1902,20111202,2939.92,2143080.57
1903,20111209,4849.0,2470581.29
1904,20111216,290.64,2594363.09
1905,20111223,80.02,3369068.99
1906,20111230,1559.84,1914148.89
1907,20120106,981.17,1859144.96
1908,20120113,727.57,1696248.27
1909,20120120,2560.08,1789113.32
1910,20120127,252.01,1595362.27
1911,20120203,46081.94,1877410.36
1912,20120210,11597.23,2077256.24
1913,20120217,11965.7,2020550.99
1914,20120224,4450.84,1875040.16
1915,20120302,11970.8,1926004.99
1916,20120309,2302.28,2020839.31
1917,20120316,1814.5,1941040.5
1918,20120323,353.11,1893447.71
1919,20120330,1152.46,1905033.01
1920,20120406,3578.4,2376022.26
1921,20120413,984.02,1912909.69
1922,20120420,2213.04,1875686.44
1923,20120427,78.21,1784029.95
1924,20120504,5490.93,1949354.29
1925,20120511,1664.04,1987531.05
1926,20120518,1297.39,1932233.17
1927,20120525,1071.25,2030869.61
1928,20120601,2473.3,2049485.49
1929,20120608,1103.04,2099615.88
1930,20120615,1904.52,1905733.68
1931,20120622,3292.07,1660228.88
1932,20120629,304.94,1591835.02
1933,20120706,6927.24,1862128.95
1934,20120713,4516.68,1544422.35
1935,20120720,1418.34,1553250.16
1936,20120727,10751.35,1479514.66
1937,20120803,13149.34,1656886.46
1938,20120810,4309.81,1648570.03
1939,20120817,2100.73,1660433.3
1940,20120824,6931.8,1621841.33
1941,20120831,14110.32,1613342.19
1942,20120907,2720.17,1904512.34
1943,20120914,855.45,1554794.22
1944,20120921,1924.92,1565352.46
1945,20120928,2545.14,1522512.2
2038,20111111,1236.64,618949.82
2039,20111118,946.2,597856.51
2040,20111125,34.22,1066478.1
2041,20111202,1803.17,699028.66
2042,20111209,1713.45,764565.55
2043,20111216,925.45,870415.49
2044,20111223,80.13,1182691.87
2045,20111230,605.88,603460.79
2046,20120106,646.2,516087.65
2047,20120113,487.76,454183.42
2048,20120120,265.47,492721.85
2049,20120127,58.58,466045.63
2050,20120203,19303.94,523831.64
2051,20120210,9439.38,628218.22
2052,20120217,11094.94,598502.83
2053,20120224,3607.57,561137.06
2054,20120302,7977.5,541292.64
2055,20120309,2126.98,545120.67
2056,20120316,797.26,570611.23
2057,20120323,3744.04,565481.88
2058,20120330,1169.95,557547.25
2059,20120406,1144.78,659950.36
2060,20120413,1547.19,558585.13
2061,20120420,1094.79,534780.57
2062,20120427,192.32,527402.62
2063,20120504,3056.54,577868.38
2064,20120511,1287.37,579539.95
2065,20120518,546.11,600050.98
2066,20120525,928.64,693780.42
2067,20120601,1170.77,663971.26
2068,20120608,399.04,611390.67
2069,20120615,404.11,636737.65
2070,20120622,667.31,687085.6
2071,20120629,1770.01,624099.48
2072,20120706,1747.41,678024.75
2073,20120713,942.78,591335.5
2074,20120720,274.96,592369.22
2075,20120727,2132.06,571190.83
2076,20120803,4906.29,590739.62
2077,20120810,1649.99,590453.63
2078,20120817,788.18,579738.2
2079,20120824,2813.59,606210.77
2080,20120831,1513.49,610185.32
2081,20120907,1684.3,587259.8200000001
2082,20120914,922.73,527509.76
2083,20120921,118.17,533161.64
2084,20120928,1260.77,553901.97
2177,20111111,3309.98,513181.31
2178,20111118,830.6,480353.64
2179,20111125,24.64,712422.4
2180,20111202,9.0,530492.84
2181,20111209,1696.73,574798.86
2182,20111216,422.6,679481.9
2183,20111223,16.2,950691.96
2184,20111230,272.51,665861.06
2185,20120106,35.25,564538.0700000001
2186,20120113,289.67,508520.09
2187,20120120,75.83,474389.75
2188,20120127,8.41,453979.19
2189,20120203,8063.07,475905.1
2190,20120210,9481.58,473766.97
2191,20120217,2883.67,494069.49
2192,20120224,1634.92,495720.3
2193,20120302,2066.16,464189.09
2194,20120309,5974.36,495951.66
2195,20120316,1396.55,520850.71
2196,20120323,367.45,493503.89
2197,20120330,188.8,485095.41
2198,20120406,897.11,502662.07
2199,20120413,214.95,450756.71
2200,20120420,558.25,436221.26
2201,20120427,366.79,398445.15
2202,20120504,766.61,426959.62
2203,20120511,343.64,479855.0
2204,20120518,765.65,493506.47
2205,20120525,321.46,518045.09
2206,20120601,98.46,532311.9299999999
2207,20120608,611.78,603618.89
2208,20120615,642.76,570045.79
2209,20120622,696.47,581745.72
2210,20120629,455.32,570162.28
2211,20120706,420.62,641763.53
2212,20120713,983.3,569005.0599999999
2213,20120720,196.54,565297.54
2214,20120727,855.31,539337.87
2215,20120803,3030.35,584000.71
2216,20120810,3031.99,554036.84
2217,20120817,870.38,521896.6
2218,20120824,869.05,551152.15
2219,20120831,3576.08,551837.3099999999
2220,20120907,411.53,537138.58
2221,20120914,1307.03,526525.16
2222,20120921,143.35,509942.56
2223,20120928,583.9,469607.73
2316,20111111,2515.61,914759.2
2317,20111118,653.49,877724.31
2318,20111125,106.24,1225700.28
2319,20111202,2303.32,945267.68
2320,20111209,840.04,976522.93
2321,20111216,1286.21,1067754.06
2322,20111223,57.64,1289156.9
2323,20111230,1366.9,777207.3
2324,20120106,1490.06,1198104.22
2325,20120113,542.24,873576.96
2326,20120120,442.39,809272.65
2327,20120127,118.0,769522.33
2328,20120203,35785.26,864852.85
2329,20120210,4292.59,880165.7
2330,20120217,8459.96,927084.65
2331,20120224,3876.56,843864.4299999999
2332,20120302,8771.3,856178.47
2333,20120309,550.85,860224.98
2334,20120316,1938.3,853136.46
2335,20120323,315.1,851762.28
2336,20120330,418.13,872469.03
2337,20120406,2299.75,986922.62
2338,20120413,895.75,877055.32
2339,20120420,341.52,1119979.98
2340,20120427,8.94,925916.65
2341,20120504,2709.84,930121.14
2342,20120511,997.55,944100.3
2343,20120518,1216.19,968816.33
2344,20120525,595.85,984881.59
2345,20120601,1667.66,938914.28
2346,20120608,763.88,987990.24
2347,20120615,1949.47,964169.67
2348,20120622,1789.53,981210.57
2349,20120629,357.75,982322.24
2350,20120706,3990.35,1046782.52
2351,20120713,1807.43,960746.04
2352,20120720,738.75,944698.7
2353,20120727,3965.83,907493.24
2354,20120803,12343.79,877813.33
2355,20120810,2316.51,849074.04
2356,20120817,1344.67,844928.17
2357,20120824,3022.22,924299.78
2358,20120831,3648.33,865924.2
2359,20120907,1299.65,1255633.29
2360,20120914,260.46,1071040.22
2361,20120921,859.64,938303.28
2362,20120928,1925.91,972716.24
2455,20111111,2921.6,1079931.63
2456,20111118,1170.74,1056992.18
2457,20111125,19.0,1624170.99
2458,20111202,2419.58,1188047.61
2459,20111209,2773.46,1368471.23
2460,20111216,1350.2,1516924.23
2461,20111223,71.51,1882393.4
2462,20111230,621.37,1010562.49
2463,20120106,1653.17,977286.07
2464,20120113,807.3,890130.25
2465,20120120,414.31,937522.77
2466,20120127,22.5,825584.22
2467,20120203,43570.91,1049772.04
2468,20120210,16024.01,1161615.51
2469,20120217,10433.78,1115985.81
2470,20120224,1417.12,1037861.11
2471,20120302,28367.78,1047178.91
2472,20120309,1852.39,1084894.47
2473,20120316,2554.94,1022018.43
2474,20120323,475.59,1031139.3
2475,20120330,657.56,1009121.2
2476,20120406,3186.17,1200815.3
2477,20120413,1492.2,998443.5
2478,20120420,203.57,1025813.8
2479,20120427,17.92,961186.23
2480,20120504,4131.8,1050027.89
2481,20120511,1570.63,1060433.1
2482,20120518,868.98,1047444.59
2483,20120525,2595.31,1088446.58
2484,20120601,1889.92,1118313.7
2485,20120608,427.69,1110479.94
2486,20120615,3224.15,1057425.83
2487,20120622,3726.43,1080357.89
2488,20120629,829.99,1097006.3
2489,20120706,5508.05,1158247.31
2490,20120713,3817.92,1024784.92
2491,20120720,525.04,1033543.56
2492,20120727,3944.27,924506.26
