Date,Promotion5,Weekly_Sales
20111125,135.16,556925.1900000001
20111202,7297.1,472511.32
20111209,3018.08,468772.8
20111216,1500.38,510747.62
20111223,586.66,551221.21
20111230,777.35,410553.88
20120106,1476.85,398178.21
20120113,1725.19,367438.62
20120120,799.5,365818.61
20120127,328.72,349518.1
20120203,804.24,424960.66
20120210,2577.83,473292.47
20120217,1631.28,475591.08
20120224,1929.71,418925.47
20120302,1524.87,469752.56
20120309,1416.22,445162.05
20120316,491.83,411775.8
20120323,583.9,413907.25
20120330,388.39,407488.84
20120406,1062.83,503232.13
20120413,1371.55,420789.74
20120420,904.8,434822.13
20120427,351.97,394616.11
20120504,1432.53,439913.57
20120511,618.46,431985.36
20120518,805.06,418112.76
20120525,580.87,413701.29
20120601,1940.77,432268.53
20120608,2093.48,446336.8
20120615,835.34,442074.79
20120622,1743.54,419497.95
20120629,1182.52,422965.33
20120706,1962.17,411206.5
20120713,451.1,416913.1
20120720,558.02,432424.85
20120727,1107.97,389427.9
20120803,639.29,419990.29
20120810,555.9,391811.6
20120817,430.69,394918.83
20120824,1285.29,412449.67
20120831,428.74,408838.73
20120907,926.86,408229.73
20120914,1760.69,407589.16
20120921,1602.11,414392.09
20120928,715.52,389813.02
20111111,9213.39,2203028.96
20111118,5358.13,2243946.59
20111125,9239.23,3004702.33
20111202,28604.2,2180999.26
20111209,13503.99,2508955.24
20111216,10261.95,2771397.17
20111223,4396.76,3676388.98
20111230,5012.53,2007105.86
20120106,8682.95,2047766.07
20120113,5955.28,1941676.61
20120120,1116.83,2005097.76
20120127,2451.89,1928720.51
20120203,7456.15,2173373.91
20120210,10618.93,2374660.64
20120217,7565.99,2427640.17
20120224,9352.14,2226662.17
20120302,3592.82,2206319.9
20120309,9464.98,2202450.81
20120316,2544.94,2214967.44
20120323,4396.97,2091592.54
20120330,4076.68,2089381.77
20120406,7821.95,2470206.13
20120413,4392.95,2105301.39
20120420,4544.22,2144336.89
20120427,3947.45,2064065.66
20120504,4541.89,2196968.33
20120511,3815.16,2127661.17
20120518,2521.84,2207214.81
20120525,3749.53,2154137.67
20120601,4896.34,2179360.94
20120608,9690.55,2245257.18
20120615,6113.16,2234190.93
20120622,10920.89,2197299.65
20120629,6371.15,2128362.92
20120706,3864.91,2224499.28
20120713,4766.88,2100252.61
20120720,4648.91,2175563.69
20120727,3841.61,2048613.65
20120803,10925.99,2174514.13
20120810,3937.09,2193367.69
20120817,3528.9,2283540.3
20120824,7158.66,2125241.68
20120831,6428.12,2081181.35
20120907,8026.47,2125104.72
20120914,12517.18,2117854.6
20120921,4417.13,2119438.5300000003
20120928,9753.37,2027620.23
20111111,1040.96,311906.7
20111118,4368.45,307944.37
20111125,826.06,507900.07
20111202,24751.93,376225.61
20111209,3118.64,367433.77
20111216,1940.54,379530.3
20111223,1443.04,458562.24
20111230,1211.95,349624.88
20120106,3507.24,312078.71
20120113,1706.42,291454.52
20120120,1276.75,287523.98
20120127,861.28,295974.22
20120203,3186.52,333948.0
20120210,3234.79,349239.88
20120217,2820.38,356427.98
20120224,2657.52,312220.47
20120302,1213.59,359206.21
20120309,5043.45,347295.6
20120316,1765.08,339392.54
20120323,775.7,321299.99
20120330,1790.31,331318.73
20120406,2264.89,402985.7
20120413,1642.42,351832.03
20120420,1499.51,330063.06
20120427,2598.67,324839.74
20120504,2813.83,360932.69
20120511,1740.42,333870.52
20120518,2119.63,336189.66
20120525,2239.68,341994.48
20120601,2114.0,359867.8
20120608,1246.89,341704.59
20120615,1828.62,327383.64
20120622,2762.83,325041.68
20120629,1300.11,329658.1
20120706,2768.98,341214.43
20120713,798.44,316203.64
20120720,1050.13,321205.12
20120727,2152.23,306827.36
20120803,2517.31,324195.17
20120810,2102.31,306759.7
20120817,1205.23,314014.18
20120824,1355.17,320831.36
20120831,2740.48,344642.01
20120907,2069.3,350648.91
20120914,3535.01,299800.67
20120921,4579.05,307306.76
20120928,1492.6,310141.68
20111111,5416.96,1536176.54
20111118,7949.26,1524390.07
20111125,986.23,2249811.55
20111202,27272.53,1688531.34
20111209,11311.24,1903385.14
20111216,4788.85,2034695.56
20111223,5336.5,2644633.02
20111230,2728.99,1598080.52
20120106,6650.63,1395339.71
20120113,4512.18,1344243.17
20120120,6587.63,1326255.7
20120127,2641.9,1315610.66
20120203,7151.33,1496305.78
20120210,6779.43,1620603.92
20120217,7603.05,1632616.09
20120224,5539.68,1465187.71
20120302,4968.92,1550385.65
20120309,5729.67,1569304.4
20120316,2062.04,1748010.29
20120323,3968.26,1495143.62
20120330,3535.25,1508933.26
20120406,4314.27,1840131.19
20120413,2875.46,1616394.45
20120420,3663.48,1456073.24
20120427,2556.36,1456221.1
20120504,2773.56,1543461.12
20120511,9700.64,1517075.67
20120518,2991.72,1513635.64
20120525,4852.27,1603793.42
20120601,3517.55,1681121.38
20120608,6294.81,1696619.52
20120615,5325.58,1642247.48
20120622,6806.11,1618272.25
20120629,4182.9,1648863.46
20120706,5715.69,1876359.39
20120713,2724.98,1588142.26
20120720,7560.36,1574361.97
20120727,3340.02,1513229.16
20120803,6069.02,1627274.93
20120810,7505.63,1588380.73
20120817,4940.37,1543049.52
20120824,6277.08,1501095.49
20120831,4002.59,1577439.81
20120907,3558.18,1608077.01
20120914,9997.93,1375166.86
20120921,9092.57,1425603.65
20120928,2447.92,1369131.46
20111111,1680.9,556015.59
20111118,3947.57,539826.56
20111125,905.95,949075.87
20111202,11534.89,591907.88
20111209,3067.9,653845.45
20111216,1899.74,720242.1900000001
20111223,1313.38,1059715.27
20111230,1178.13,815915.52
20120106,4504.47,713117.66
20120113,1415.69,593875.46
20120120,4297.27,578002.85
20120127,2332.92,541037.98
20120203,2414.97,580453.32
20120210,6266.04,563460.77
20120217,5303.89,620908.1799999999
20120224,3456.7,603041.14
20120302,1348.86,551058.13
20120309,2221.16,579166.5
20120316,1127.01,669205.73
20120323,1493.28,615997.29
20120330,1666.6,583322.2
20120406,3500.91,621425.98
20120413,1377.63,517420.23
20120420,1509.05,457340.06
20120427,1209.89,467827.75
20120504,1521.53,465198.89
20120511,2012.64,460397.41
20120518,1897.92,468428.3
20120525,2236.31,532739.77
20120601,2112.74,598495.02
20120608,3495.06,642963.75
20120615,1144.07,666942.02
20120622,1533.86,687344.68
20120629,1200.17,704335.41
20120706,1548.33,805642.61
20120713,57029.78,694150.89
20120720,2423.07,686345.69
20120727,2007.5,686365.4
20120803,1605.62,680954.8099999999
20120810,960.59,675926.3
20120817,1421.44,642450.4
20120824,3915.85,609099.37
20120831,1225.36,586467.16
20120907,2158.82,597876.5499999999
20120914,5384.1,541120.2
20120921,4693.52,530842.25
20120928,1793.35,525545.76
20111111,3846.73,917088.48
20111118,4442.66,897032.1900000001
20111125,992.9,1235163.86
20111202,13865.57,986601.46
20111209,9889.35,1051922.95
20111216,2238.66,1118163.94
20111223,5884.24,1462254.05
20111230,1508.56,858572.22
20120106,4468.63,872113.23
20120113,3851.69,817661.76
20120120,3161.92,813954.8200000001
20120127,24241.12,778178.53
20120203,3886.31,927610.69
20120210,4858.74,1021400.42
20120217,4117.02,1096232.89
20120224,5314.33,928537.54
20120302,3641.54,952264.91
20120309,4678.17,960115.56
20120316,1288.81,921178.39
20120323,2748.36,874223.25
20120330,1715.7,905935.29
20120406,3627.77,1046816.59
20120413,1723.28,909989.45
20120420,14945.23,872288.46
20120427,3302.44,879448.25
20120504,2197.51,937232.09
20120511,2545.79,920128.89
20120518,4836.15,913922.01
20120525,10189.75,895157.4400000001
20120601,2044.72,921161.2
20120608,5160.31,928820.0
20120615,5675.58,916918.7
20120622,3956.16,899449.65
20120629,5529.08,878298.22
20120706,4059.99,936205.5
20120713,2057.71,890488.01
20120720,58068.14,888834.07
20120727,4403.2,838227.52
20120803,4865.74,897076.73
20120810,2801.89,930745.69
20120817,5044.43,896613.19
20120824,3570.91,936373.65
20120831,3198.02,976137.73
20120907,2831.4,932160.37
20120914,5427.34,883569.38
20120921,6984.96,857796.45
20120928,2049.02,884724.41
20111111,2209.21,594574.12
20111118,3623.62,542414.27
20111125,8294.47,814753.5
20111202,8323.51,613115.21
20111209,7585.2,630327.28
20111216,2240.49,705557.97
20111223,2357.19,905324.68
20111230,3699.24,549788.36
20120106,1912.75,519585.67
20120113,3416.48,474964.6
20120120,6081.04,480130.04
20120127,2888.79,482451.21
20120203,3428.92,549967.89
20120210,4494.14,609736.12
20120217,7589.85,658965.05
20120224,7315.09,563578.79
20120302,1878.44,619498.28
20120309,2755.72,574955.95
20120316,14026.36,550373.57
20120323,466.42,550791.32
20120330,2049.16,574985.37
20120406,8545.16,677885.99
20120413,807.0,578539.86
20120420,1146.34,542819.03
20120427,7179.53,550414.99
20120504,647.76,586289.08
20120511,1077.81,592572.3
20120518,2968.78,571463.93
20120525,5286.38,547226.0
20120601,3413.57,583648.59
20120608,5518.29,582525.42
20120615,4209.82,564606.1
20120622,4545.91,562173.12
20120629,2792.7,544770.7
20120706,2096.86,578790.36
20120713,4554.39,536537.64
20120720,1986.24,513991.57
20120727,2929.43,495951.0
20120803,2176.37,533887.54
20120810,2314.58,538713.47
20120817,670.48,535153.47
20120824,4241.59,572887.78
20120831,1884.13,576879.15
20120907,1377.59,565812.29
20120914,4276.03,523427.35
20120921,4626.19,533756.88
20120928,1819.15,516361.06
20111111,5896.3,2076570.84
20111118,9141.32,1869087.85
20111125,1009.98,2950198.64
20111202,36360.42,2068097.18
20111209,9458.28,2429310.9
20111216,3475.95,2555031.18
20111223,4078.21,3487986.89
20111230,3732.93,1930690.37
20120106,5408.08,1683401.78
20120113,5659.57,1711562.73
20120120,5331.52,1675562.94
20120127,1691.83,1632406.0
20120203,5609.77,1867403.01
20120210,5723.0,2218595.8000000003
20120217,12821.24,2168709.76
20120224,6528.31,2039415.74
20120302,2808.95,1990371.02
20120309,2473.83,1917483.1
20120316,2273.92,1930814.66
20120323,2194.51,1837457.69
20120330,4035.49,1815760.42
20120406,8553.67,2163384.17
20120413,1148.04,1974687.51
20120420,3653.48,1777166.53
20120427,2906.22,1712987.56
20120504,2722.29,1821364.42
20120511,2747.36,1792345.3
20120518,2986.24,1795152.73
20120525,3214.55,1830939.1
20120601,1528.02,1767471.48
20120608,5399.57,1840491.41
20120615,4250.19,1811562.88
20120622,7210.53,1755334.18
20120629,3710.52,1707481.9
20120706,4746.94,1805999.79
20120713,1372.82,1765571.91
20120720,10650.28,1869967.03
20120727,3062.22,1817603.66
20120803,2549.27,1939440.09
20120810,14827.71,1880436.94
20120817,3717.52,1827797.4
20120824,7256.22,1764984.15
20120831,3544.68,1650285.54
20120907,2552.3,1708283.28
20120914,7618.04,1640168.99
20120921,7950.03,1671857.57
20120928,1751.75,1694862.41
20111111,6338.3,1366053.69
20111118,8885.3,1315091.63
20111125,1676.85,1848953.48
20111202,28803.28,1399322.44
20111209,8696.45,1646655.94
20111216,4900.25,1783910.06
20111223,3429.82,2213518.5
20111230,586.72,1352084.21
20120106,6004.19,1283885.55
20120113,8698.99,1264736.59
20120120,2282.23,1207303.29
20120127,2116.1,1162675.85
20120203,6418.36,1376732.18
20120210,6987.67,1574287.76
20120217,2418.36,1569607.94
20120224,12656.68,1379473.03
20120302,4400.35,1438383.44
20120309,6147.5,1413382.76
20120316,2438.5,1441884.28
20120323,3588.44,1300593.61
20120330,3504.0,1300104.03
20120406,5596.73,1596325.01
20120413,2772.79,1472752.01
20120420,4854.79,1315356.99
20120427,5826.68,1236238.29
20120504,4109.98,1370251.22
20120511,3707.51,1300147.07
20120518,4109.33,1352442.31
20120525,5495.44,1297335.87
20120601,4232.48,1361595.33
20120608,6358.77,1414343.53
20120615,4951.58,1417875.42
20120622,6103.42,1355680.3
20120629,6504.38,1297028.6
20120706,4603.06,1461129.94
20120713,2445.82,1320239.51
20120720,6187.32,1344483.81
20120727,1897.08,1272395.02
20120803,6172.69,1399341.07
20120810,4098.22,1388973.65
20120817,2254.08,1421307.2
20120824,4930.02,1409515.73
20120831,6689.78,1372872.35
20120907,2855.68,1304584.4
20120914,8664.16,1267675.05
20120921,9194.37,1326132.98
20120928,3211.84,1227430.73
20111111,5588.33,1095091.53
20111118,12934.62,970641.34
20111125,2115.67,1591920.42
20111202,18368.11,1071383.1
20111209,37581.27,1189646.45
20111216,5243.21,1293404.18
20111223,17699.26,1617612.03
20111230,3553.79,1111638.07
20120106,10152.27,945823.65
20120113,9526.73,865467.86
20120120,3854.53,855922.64
20120127,1050.85,888203.69
20120203,20348.16,1058767.95
20120210,7457.16,1199330.85
20120217,5960.69,1240048.85
20120224,5131.37,1112034.72
20120302,3428.27,1147636.96
20120309,5882.51,1113208.57
20120316,2365.63,1088498.52
20120323,1440.31,1045419.87
20120330,2291.86,1025382.22
20120406,4225.11,1128765.71
20120413,3103.61,1083811.19
20120420,4358.86,1006486.96
20120427,740.83,1004252.38
20120504,3721.62,1073433.69
20120511,2071.31,1041995.22
20120518,2091.67,1020486.05
20120525,1825.94,991514.21
20120601,4109.01,981345.2
20120608,4837.21,1086231.47
20120615,2283.27,1019555.51
20120622,3618.64,981386.25
20120629,4873.87,943124.74
20120706,4395.03,1014898.78
20120713,2781.14,960312.75
20120720,3376.66,941550.34
20120727,5507.68,916967.92
20120803,2743.18,958667.23
20120810,2756.59,984689.9
20120817,4876.34,1005003.12
20120824,3515.91,1048101.39
20120831,3746.24,1061943.49
20120907,2634.17,955146.04
20120914,5776.08,885892.37
20120921,7953.53,922735.37
20120928,3605.14,880415.67
20111111,7740.27,2111592.09
20111118,10231.67,2016323.51
20111125,3557.67,2864170.61
20111202,31844.2,2051315.66
20111209,20371.02,2462779.06
20111216,5933.01,2760346.71
20111223,3567.03,3556766.03
20111230,3645.0,1969056.91
20120106,7481.58,1865752.78
20120113,4668.82,1794962.64
20120120,3136.96,1811606.21
20120127,3511.82,1733983.09
20120203,9654.23,1927780.74
20120210,9083.54,2069284.57
20120217,14660.97,2214477.06
20120224,5126.53,1929768.03
20120302,7289.69,1969742.76
20120309,7479.12,1986445.65
20120316,2446.53,2025582.62
20120323,3427.9,1904421.74
20120330,8179.03,1948982.7
20120406,6016.86,2271614.76
20120413,3374.9,2057637.86
20120420,7307.24,1955689.12
20120427,3280.73,1970121.65
20120504,5025.28,1995994.51
20120511,4224.91,2080764.17
20120518,3312.67,2131900.55
20120525,7293.87,2043349.41
20120601,6276.31,2035431.39
20120608,8952.93,2182437.9
20120615,6331.52,2152229.11
20120622,8626.51,2094373.0
20120629,4076.02,2037663.71
20120706,5507.25,2184980.35
20120713,4225.77,2002750.99
20120720,6675.69,2053089.32
20120727,6650.26,1914430.53
20120803,7765.27,2044148.23
20120810,7070.04,2041019.92
20120817,5594.85,2095769.18
20120824,6291.99,2059458.25
20120831,3872.19,2073855.42
20120907,5180.78,2165796.31
20120914,10484.98,1919917.03
20120921,12372.29,1938379.66
20120928,9779.77,1927664.11
20111111,4257.94,2081534.65
20111118,9347.0,1969360.72
20111125,1915.8,2685351.81
20111202,34955.25,2143080.57
20111209,7509.9,2470581.29
20111216,6390.47,2594363.09
20111223,4638.81,3369068.99
20111230,2851.33,1914148.89
20120106,15911.56,1859144.96
20120113,4054.79,1696248.27
20120120,5386.74,1789113.32
20120127,2128.36,1595362.27
20120203,14550.73,1877410.36
20120210,6174.43,2077256.24
20120217,10506.12,2020550.99
20120224,7278.87,1875040.16
20120302,6876.57,1926004.99
20120309,2702.96,2020839.31
20120316,1581.84,1941040.5
20120323,3726.39,1893447.71
20120330,2509.18,1905033.01
20120406,4857.19,2376022.26
20120413,2638.42,1912909.69
20120420,3706.04,1875686.44
20120427,4193.26,1784029.95
20120504,2764.55,1949354.29
20120511,10557.13,1987531.05
20120518,3330.23,1932233.17
20120525,3204.72,2030869.61
20120601,2603.92,2049485.49
20120608,8024.53,2099615.88
20120615,3823.07,1905733.68
20120622,6115.51,1660228.88
20120629,2686.11,1591835.02
20120706,6002.43,1862128.95
20120713,2574.55,1544422.35
20120720,3764.15,1553250.16
20120727,3298.31,1479514.66
20120803,5089.95,1656886.46
20120810,3570.81,1648570.03
20120817,2663.23,1660433.3
20120824,9414.1,1621841.33
20120831,3332.99,1613342.19
20120907,5498.39,1904512.34
20120914,1743.58,1554794.22
20120921,15282.51,1565352.46
20120928,3536.04,1522512.2
20111111,2067.74,618949.82
20111118,4393.97,597856.51
20111125,171.76,1066478.1
20111202,16136.43,699028.66
20111209,5227.94,764565.55
20111216,1273.02,870415.49
20111223,622.48,1182691.87
20111230,3474.84,603460.79
20120106,3098.77,516087.65
20120113,542.9,454183.42
20120120,2257.53,492721.85
20120127,1418.14,466045.63
20120203,3230.99,523831.64
20120210,6371.82,628218.22
20120217,4922.19,598502.83
20120224,4147.13,561137.06
20120302,2327.04,541292.64
20120309,2194.94,545120.67
20120316,1364.77,570611.23
20120323,1224.93,565481.88
20120330,2965.23,557547.25
20120406,3518.73,659950.36
20120413,1809.75,558585.13
20120420,1830.84,534780.57
20120427,1271.7,527402.62
20120504,1610.94,577868.38
20120511,2683.72,579539.95
20120518,1281.16,600050.98
20120525,1315.99,693780.42
20120601,2160.94,663971.26
20120608,3998.9,611390.67
20120615,3862.9,636737.65
20120622,2567.0,687085.6
20120629,2113.3,624099.48
20120706,2772.41,678024.75
20120713,753.32,591335.5
20120720,1321.82,592369.22
20120727,1082.9,571190.83
20120803,1420.37,590739.62
20120810,1552.05,590453.63
20120817,1176.04,579738.2
20120824,1610.18,606210.77
20120831,2862.32,610185.32
20120907,1941.32,587259.8200000001
20120914,3154.77,527509.76
20120921,1880.31,533161.64
20120928,5490.76,553901.97
20111111,2743.18,513181.31
20111118,4425.07,480353.64
20111125,1560.32,712422.4
20111202,7124.75,530492.84
20111209,6465.69,574798.86
20111216,2684.19,679481.9
20111223,960.85,950691.96
20111230,1673.25,665861.06
20120106,3296.96,564538.0700000001
20120113,1899.49,508520.09
20120120,4742.74,474389.75
20120127,2482.91,453979.19
20120203,2940.68,475905.1
20120210,6298.1,473766.97
20120217,4484.79,494069.49
20120224,4210.7,495720.3
20120302,3207.63,464189.09
20120309,3037.04,495951.66
20120316,1515.46,520850.71
20120323,1256.65,493503.89
20120330,1133.72,485095.41
20120406,5294.18,502662.07
20120413,1983.5,450756.71
20120420,1659.22,436221.26
20120427,2049.94,398445.15
20120504,2282.68,426959.62
20120511,837.48,479855.0
20120518,2341.97,493506.47
20120525,1405.5,518045.09
20120601,968.96,532311.9299999999
20120608,5520.95,603618.89
20120615,1980.96,570045.79
20120622,1682.13,581745.72
20120629,1375.35,570162.28
20120706,6013.75,641763.53
20120713,1834.23,569005.0599999999
20120720,948.69,565297.54
20120727,1457.52,539337.87
20120803,2945.89,584000.71
20120810,2296.61,554036.84
20120817,604.8,521896.6
20120824,1691.12,551152.15
20120831,4493.67,551837.3099999999
20120907,1576.74,537138.58
20120914,4474.84,526525.16
20120921,5661.0,509942.56
20120928,1409.43,469607.73
20111111,3009.79,914759.2
20111118,4391.01,877724.31
20111125,1292.3,1225700.28
20111202,17707.05,945267.68
20111209,6700.99,976522.93
20111216,2618.88,1067754.06
20111223,2404.82,1289156.9
20111230,2383.67,777207.3
20120106,4832.68,1198104.22
20120113,1709.97,873576.96
20120120,1407.74,809272.65
20120127,1109.1,769522.33
20120203,4518.58,864852.85
20120210,6008.71,880165.7
20120217,4740.08,927084.65
20120224,4378.82,843864.4299999999
20120302,2237.79,856178.47
20120309,3717.62,860224.98
20120316,1278.79,853136.46
20120323,1399.39,851762.28
20120330,3444.54,872469.03
20120406,4192.05,986922.62
20120413,1545.65,877055.32
20120420,2157.85,1119979.98
20120427,2211.39,925916.65
20120504,1859.33,930121.14
20120511,1266.73,944100.3
20120518,2403.0,968816.33
20120525,2754.3,984881.59
20120601,881.3,938914.28
20120608,4501.73,987990.24
20120615,1373.68,964169.67
20120622,2980.58,981210.57
20120629,1195.05,982322.24
20120706,3618.23,1046782.52
20120713,1705.19,960746.04
20120720,1189.5,944698.7
20120727,6114.63,907493.24
20120803,1797.84,877813.33
20120810,1613.36,849074.04
20120817,1707.05,844928.17
20120824,3782.36,924299.78
20120831,1964.35,865924.2
20120907,1333.12,1255633.29
20120914,4585.25,1071040.22
20120921,6132.91,938303.28
20120928,1643.33,972716.24
20111111,3231.9,1079931.63
20111118,4346.68,1056992.18
20111125,577.4,1624170.99
20111202,23235.01,1188047.61
20111209,6374.67,1368471.23
20111216,2932.75,1516924.23
20111223,2131.65,1882393.4
20111230,1276.08,1010562.49
20120106,8527.2,977286.07
20120113,2977.83,890130.25
20120120,965.11,937522.77
20120127,653.02,825584.22
20120203,3158.83,1049772.04
20120210,8840.68,1161615.51
20120217,5439.08,1115985.81
20120224,3566.91,1037861.11
20120302,3625.67,1047178.91
20120309,2332.07,1084894.47
20120316,2070.14,1022018.43
20120323,2848.63,1031139.3
20120330,2566.75,1009121.2
20120406,5337.91,1200815.3
20120413,2261.14,998443.5
20120420,2562.42,1025813.8
20120427,1445.88,961186.23
20120504,3521.29,1050027.89
20120511,3911.58,1060433.1
20120518,2396.74,1047444.59
20120525,1605.36,1088446.58
20120601,1629.62,1118313.7
20120608,6113.61,1110479.94
20120615,2870.91,1057425.83
20120622,4323.55,1080357.89
20120629,2102.06,1097006.3
20120706,4833.1,1158247.31
20120713,959.97,1024784.92
20120720,887.18,1033543.56
20120727,4654.0,924506.26
20120803,1583.43,1052066.58
20120810,2169.34,967304.07
20120817,767.44,1048134.24
20120824,3260.03,1145840.91
20120831,4527.8,1117097.23
20120907,4664.82,1083521.24
20120914,5520.31,960476.1
20120921,7158.18,971386.65
20120928,1640.3,1002856.2
20111111,6349.89,1502078.93
20111118,7776.94,1411835.57
20111125,1869.98,1974646.78
20111202,28279.83,1484708.38
20111209,11954.56,1713769.06
20111216,4799.18,1852179.15
20111223,3248.83,2480159.47
20111230,2373.94,1405168.06
20120106,10335.05,1266570.4
20120113,5451.32,1182198.7
20120120,2863.93,1237104.73
20120127,2353.81,1279623.26
20120203,6473.61,1345311.65
20120210,7888.04,1499496.67
20120217,7571.06,1424720.27
20120224,6287.18,1352470.09
20120302,2851.55,1308977.05
20120309,3952.89,1358816.46
20120316,2613.7,1312849.1
20120323,2684.83,1342254.55
20120330,3420.94,1327139.35
20120406,5996.69,1631737.68
20120413,3264.93,1365098.46
20120420,3751.92,1255087.26
20120427,2959.27,1285897.24
20120504,2609.22,1405007.44
20120511,3236.51,1442873.22
20120518,3600.79,1366937.1
20120525,2647.45,1485540.28
20120601,4578.85,1450733.29
20120608,6219.56,1390122.11
20120615,4710.66,1440263.15
20120622,12187.35,1468350.36
20120629,3432.8,1379652.65
20120706,7855.14,1557120.44
20120713,1877.81,1321741.35
20120720,2610.94,1317672.92
20120727,4550.07,1248915.43
20120803,2242.89,1342123.78
20120810,3417.36,1408907.89
20120817,3764.75,1375101.26
20120824,6738.74,1544653.37
20120831,2595.88,1542719.87
20120907,4844.18,1497073.82
20120914,7136.43,1370653.41
20120921,9152.78,1338572.29
20120928,3732.36,1338299.02
20111111,5472.37,2269975.85
20111118,6545.16,2169933.82
20111125,2251.98,2906233.25
20111202,35675.62,2298776.83
20111209,11447.14,2546123.78
20111216,4535.27,2762816.65
20111223,4180.29,3555371.03
20111230,2852.19,2043245.0
20120106,5460.86,1964701.94
20120113,3614.04,1911510.64
20120120,3380.92,1892775.94
20120127,2447.73,1761016.51
20120203,8301.25,2203523.2
20120210,7535.63,2462978.2800000003
20120217,10204.37,2309025.16
20120224,21024.39,2045837.55
20120302,4989.3,2148822.76
20120309,3518.62,2139265.4
20120316,2895.89,2064991.71
20120323,4032.81,1992436.96
20120330,3908.61,2074721.74
20120406,7382.25,2565259.92
20120413,2667.15,2045396.06
20120420,4006.0,1884427.84
20120427,3318.17,1886503.93
20120504,4648.85,2163510.89
20120511,3242.44,2168097.11
20120518,3677.78,2039222.26
20120525,3450.52,2114989.0
20120601,3373.36,2143126.59
20120608,7774.31,2231962.13
20120615,5230.22,2165160.29
20120622,7516.62,2060588.69
20120629,4567.03,2055952.61
20120706,3675.32,2358055.3
20120713,7877.54,2134680.12
20120720,6194.07,1970170.29
20120727,3238.04,1911559.1
20120803,3188.65,2094515.71
20120810,6346.44,2144245.39
20120817,2831.84,2045061.22
20120824,8710.31,2005341.43
20120831,4449.08,2062481.56
20120907,3708.67,2080529.06
20120914,8655.59,2047949.98
20120921,9072.77,2028587.24
20120928,7195.56,2008350.58
20111111,7562.52,757369.87
20111118,4961.44,737014.09
20111125,170.64,1219263.4
20111202,8623.67,793184.25
20111209,17822.36,897747.13
20111216,2731.41,1027584.51
20111223,2830.92,1384552.17
20111230,3010.84,804362.36
20120106,3371.85,640181.86
20120113,1861.16,631181.25
20120120,3943.31,651178.2
20120127,2562.85,611258.71
20120203,3110.22,680725.43
20120210,7628.83,770652.7899999999
20120217,5348.94,834663.52
20120224,4606.24,747099.0700000001
20120302,3182.63,764385.4
